"1","2","SKU_ID","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X60","X61","X62","X63","X64","X65","X66","X67","X68","X69","X70","X71","X72","X73","X74","X75","X76","X77","X78","X79","X80","X81","X82","X83","X84","X85","X86","X87","X88","X89","X90","X91","X92","X93","X94","X95","X96","X97","X98","X99","X100","X101","X102","X103","X104","X105","X106","X107","X108","X109","X110","X111","X112","X113","X114","X115","X116","X117","X118"
"2016-06-11","2016-10-08","SKU_108",0.026,0.2035,0.1135,0,0,0.0205,0.1745,0.035,0.038,0.0815,0.151,0.0405,0.064,0.0525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013-11-02","2015-04-11","SKU_109",0.0011,0.0027,0.0091,0.0072,0.0067,0.0111,0.0067,0.0124,0.0023,0.0097,0.0488,0.0137,0.0152,0.0089,0.0191,0.009,0.0206,0.0223,0.0614,0.0614,0.0818,0.0307,0.0229,0.0184,0.0207,0.0434,0.0252,0.0454,0.0895,0.0121,0.0259,0.0495,0.0186,0.0235,0.0146,0.0196,0.0111,0.0092,0.0105,0.0094,0.0078,0.0237,0.018,0.019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013-06-15","2014-01-25","SKU_11",0.0035,0.0265,0.0305,0.074,0.013,0.04,0.0605,0.0325,0.034,0.033,0.045,0.0355,0.0415,0.04,0.0415,0.0425,0.0705,0.0415,0.046,0.056,0.0475,0.0155,0.023,0.011,0.029,0.0205,0.029,0.011,0.006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013-11-02","2014-01-25","SKU_110",0.0125,0.0363,0.0376,0.1147,0.0344,0.4645,0.0644,0.0273,0.1015,0.044,0.0628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013-06-08","2014-12-06","SKU_111",0.027,0.0174,0.0324,0.0128,0.05,0.047,0.0274,0.0328,0.0128,0.0584,0.04,0.0268,0.0178,0.0268,0.0304,0.0452,0.036,0.02,0.0286,0.0496,0.0286,0.0526,0.0348,0.0336,0.012,0.02,0.0404,0.0148,0.0102,0.03,0.033,0.0282,0.0226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014-06-07","2015-06-13","SKU_112",6e-04,0.0054,0.0406,0.0044,0.0076,0.0094,0.0098,0.0194,0.0074,0.0366,0.0162,0.024,0.0174,0.0178,0.0202,0.0308,0.0152,0.0218,0.0254,0.0562,0.0202,0.0258,0.0202,0.0132,0.0518,0.0178,0.0242,0.0268,0.0292,0.01,0.0172,0.0312,0.087,0.0168,0.022,0.0412,0.0164,0.0164,0.014,0.029,0.027,0.0358,0.0168,0.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014-01-11","2015-01-31","SKU_113",0.0027,0.00605,0.00985,0.00935,0.01325,0.01855,0.0274,0.01705,0.03125,0.02525,0.03275,0.03435,0.03495,0.04045,0.0305,0.055,0.0336,0.0347,0.0378,0.03,0.03875,0.0336,0.03325,0.0293,0.0442,0.024,0.0376,0.03715,0.0295,0.0265,0.0322,0.0478,0.02055,0.0251,0.01565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-02-21","2016-03-12","SKU_114",0.003,0.0112,0.0084,0.0084,0.0326,0.0166,0.0182,0.0158,0.0138,0.0216,0.0304,0.0182,0.0456,0.04,0.078,0.0316,0.0332,0.0206,0.0212,0.0198,0.0316,0.0292,0.0212,0.0194,0.0216,0.0176,0.015,0.0176,0.009,0.009,0.013,0.0504,0.0356,0.0158,0.0148,0.0222,0.0136,0.0418,0.0124,0.0042,0.0168,0.0154,0.0234,0.006,0.0062,0.0216,0.0078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014-07-19","2016-05-07","SKU_115",0.00055,0.00085,0.00065,0.00145,0.00155,0.0018,0.00275,0.00665,0.0021,0.00335,0.0094,0.01315,0.0182,0.0152,0.01475,0.0143,0.0147,0.01515,0.01205,0.02825,0.02,0.02445,0.01175,0.01465,0.0232,0.0205,0.02325,0.01845,0.0176,0.01835,0.01555,0.0188,0.02015,0.0139,0.0201,0.01855,0.0122,0.0118,0.0162,0.01995,0.02235,0.0183,0.01465,0.02575,0.016,0.0174,0.0212,0.0221,0.0197,0.0231,0.0141,0.011,0.01525,0.01155,0.0097,0.0148,0.011,0.01545,0.01935,0.01005,0.01145,0.02475,0.0081,0.01125,0.00905,0.0079,0.0094,0.00605,0.0064,0.01605,0.0052,0.0085,0.00695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014-01-11","2014-10-18","SKU_116",0.00075,0.0033,0.0033,0.0104,0.01915,0.0363,0.03245,0.0232,0.0221,0.0495,0.03835,0.0437,0.0446,0.042,0.0481,0.06605,0.03195,0.03545,0.0397,0.03845,0.0489,0.02645,0.0284,0.0363,0.02155,0.0379,0.02705,0.02585,0.0153,0.01375,0.02375,0.0224,0.0247,0.01885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013-11-09","2014-10-04","SKU_117",0.00054,0.00326,0.00516,0.00842,0.00772,0.00812,0.00638,0.00426,0.00752,0.01646,0.0145,0.02036,0.0244,0.01618,0.01868,0.01712,0.02778,0.03846,0.03696,0.0369,0.04434,0.04568,0.04248,0.03978,0.03648,0.03366,0.03914,0.0358,0.02972,0.03908,0.0357,0.03674,0.03868,0.04038,0.04022,0.0269,0.02686,0.03402,0.01524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014-08-16","2015-08-15","SKU_118",0.0066,0.0082,0.0105,0.0219,0.0416,0.0171,0.0114,0.0235,0.0316,0.0204,0.0179,0.024,0.0409,0.0574,0.0349,0.0356,0.0365,0.0271,0.014,0.0422,0.0278,0.0481,0.0482,0.0268,0.0338,0.034,0.0427,0.0366,0.0281,0.0292,0.0282,0.0427,0.0098,0.0182,0.0227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013-10-26","2014-11-08","SKU_119",5e-05,0.00615,0.0089,0.01005,0.0073,0.0135,0.01195,0.0254,0.01425,0.0146,0.0139,0.0119,0.0234,0.02155,0.02845,0.0165,0.0164,0.03375,0.0195,0.02395,0.0307,0.0332,0.0277,0.0406,0.04185,0.0313,0.05005,0.0409,0.0272,0.02465,0.0207,0.03865,0.02395,0.0285,0.02545,0.01695,0.01905,0.01735,0.02295,0.0178,0.01345,0.03035,0.01355,0.02005,0.0079,0.0137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013-09-14","2014-07-19","SKU_12",4e-04,0.00055,8e-04,6e-04,0.00205,0.0049,0.0036,0.01375,0.01485,0.02195,0.00655,0.0149,0.0124,0.01605,0.00605,0.0083,0.0177,0.0198,0.02115,0.0275,0.03205,0.0436,0.0311,0.0398,0.03315,0.05265,0.04165,0.0515,0.0359,0.0373,0.0466,0.05115,0.05685,0.04335,0.0543,0.0434,0.0475,0.0445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015-02-21","2015-08-08","SKU_120",4e-04,6e-04,0.0182,0.0059,0.0161,0.0182,0.007,0.0332,0.079,0.0037,0.0243,0.0163,0.079,0.0797,0.1309,0.1409,0.0382,0.0756,0.233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014-06-07","2014-10-18","SKU_121",0.0024,0.0186,0.0566,0.0318,0.2396,0.1956,0.1204,0.1096,0.043,0.0398,0.0562,0.0476,0.0392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014-07-19","2015-07-04","SKU_122",0.00148,0.00104,0.0025,0.00228,0.00386,0.00194,0.00156,0.00786,0.00376,0.00992,0.0349,0.02568,0.03952,0.0425,0.05098,0.0287,0.0301,0.0558,0.03338,0.04302,0.03176,0.03334,0.02092,0.02542,0.0773,0.03878,0.03154,0.02864,0.02518,0.03694,0.02516,0.02634,0.01756,0.0162,0.04932,0.04766,0.0119,0.01832,0.01702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016-06-25","2016-10-01","SKU_123",0.044,0.0075,0.005,0.034,0.0245,0.012,0.0905,0.061,0.098,0.1125,0.2105,0.1515,0.149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013-06-08","2014-01-25","SKU_124",0.002,0.0115,0.019,0.028,0.028,0.059,0.026,0.026,0.026,0.009,0.089,0.011,0.0215,0.018,0.0305,0.034,0.0175,0.0515,0.0305,0.0445,0.109,0.0815,0.0305,0.027,0.0215,0.0775,0.023,0.028,0.019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
